id,name,works_count
3320,Political Science and International Relations,121469
1312,Molecular Biology,117322
2210,Mechanical Engineering,114880
1110,Plant Science,113746
2505,Materials Chemistry,101445
2002,Economics and Econometrics,96172
2208,Electrical and Electronic Engineering,94122
1408,Strategy and Management,73157
2204,Biomedical Engineering,71828
3312,Sociology and Political Science,67922
