id,name,works_count
3312,Sociology and Political Science,1125
3317,Demography,741
2303,Ecology,732
2739,"Public Health, Environmental and Occupational Health",588
2306,Global and Planetary Change,556
1110,Plant Science,512
2002,Economics and Econometrics,483
3600,General Health Professions,474
3304,Education,426
1312,Molecular Biology,423
