id,name,works_count
2208,Electrical and Electronic Engineering,456401
1312,Molecular Biology,358415
2505,Materials Chemistry,330797
2204,Biomedical Engineering,274626
1110,Plant Science,268250
2746,Surgery,235878
1605,Organic Chemistry,231061
1702,Artificial Intelligence,218219
2210,Mechanical Engineering,215882
1705,Computer Networks and Communications,166960
