id,name,works_count
1110,Plant Science,12618
2739,"Public Health, Environmental and Occupational Health",11906
2725,Infectious Diseases,10551
2713,Epidemiology,8982
2002,Economics and Econometrics,8735
3600,General Health Professions,8720
3312,Sociology and Political Science,8546
2303,Ecology,8087
1105,"Ecology, Evolution, Behavior and Systematics",7779
2735,"Pediatrics, Perinatology and Child Health",7760
