id,name,works_count
1312,Molecular Biology,197776
2746,Surgery,133432
2740,Pulmonary and Respiratory Medicine,103053
3312,Sociology and Political Science,101700
2713,Epidemiology,96892
2208,Electrical and Electronic Engineering,93498
2204,Biomedical Engineering,92608
2739,"Public Health, Environmental and Occupational Health",79847
2705,Cardiology and Cardiovascular Medicine,78221
2002,Economics and Econometrics,77413
