id,name,works_count
3312,Sociology and Political Science,45543
3304,Education,39434
2002,Economics and Econometrics,29190
2739,"Public Health, Environmental and Occupational Health",28246
3320,Political Science and International Relations,27875
3600,General Health Professions,27718
3317,Demography,23093
2746,Surgery,21410
1110,Plant Science,18346
1312,Molecular Biology,17383
