id,name,works_count
1110,Plant Science,38315
2002,Economics and Econometrics,25184
3312,Sociology and Political Science,23110
2739,"Public Health, Environmental and Occupational Health",21918
2713,Epidemiology,21360
3304,Education,20539
1312,Molecular Biology,19136
3600,General Health Professions,19006
1106,Food Science,18219
2725,Infectious Diseases,17450
