id,name,works_count
3312,Sociology and Political Science,3586
3304,Education,2653
3320,Political Science and International Relations,2537
1110,Plant Science,2327
2002,Economics and Econometrics,1947
3600,General Health Professions,1934
2739,"Public Health, Environmental and Occupational Health",1910
1106,Food Science,1606
3317,Demography,1501
1105,"Ecology, Evolution, Behavior and Systematics",1318
