id,name,works_count
1312,Molecular Biology,56852
1110,Plant Science,55240
2208,Electrical and Electronic Engineering,52843
2746,Surgery,48850
2505,Materials Chemistry,43815
2204,Biomedical Engineering,37574
1605,Organic Chemistry,35744
2713,Epidemiology,33029
2210,Mechanical Engineering,27901
2740,Pulmonary and Respiratory Medicine,26329
