id,name,works_count
2208,Electrical and Electronic Engineering,16076
1702,Artificial Intelligence,12869
2204,Biomedical Engineering,10356
3312,Sociology and Political Science,9674
1312,Molecular Biology,8744
2210,Mechanical Engineering,8654
1705,Computer Networks and Communications,8062
1710,Information Systems,7739
2505,Materials Chemistry,6564
2002,Economics and Econometrics,6489
