id,name,works_count
2303,Ecology,464
2306,Global and Planetary Change,261
1910,Oceanography,229
2309,Nature and Landscape Conservation,132
3312,Sociology and Political Science,104
3103,Astronomy and Astrophysics,101
1311,Genetics,96
1312,Molecular Biology,82
2739,"Public Health, Environmental and Occupational Health",80
1110,Plant Science,79
