id,name,works_count
2002,Economics and Econometrics,21182
3304,Education,17103
3312,Sociology and Political Science,13170
1710,Information Systems,11559
3600,General Health Professions,10109
1407,Organizational Behavior and Human Resource Management,7257
3308,Law,6882
2739,"Public Health, Environmental and Occupational Health",6870
1106,Food Science,5652
1100,General Agricultural and Biological Sciences,5403
