id,name,works_count
1110,Plant Science,3961
2739,"Public Health, Environmental and Occupational Health",2905
1312,Molecular Biology,2678
2713,Epidemiology,2554
2725,Infectious Diseases,2027
2746,Surgery,1985
1106,Food Science,1934
3304,Education,1640
2204,Biomedical Engineering,1310
2208,Electrical and Electronic Engineering,1308
