id,name,works_count
2739,"Public Health, Environmental and Occupational Health",659
2713,Epidemiology,525
1110,Plant Science,520
2725,Infectious Diseases,443
1312,Molecular Biology,437
1105,"Ecology, Evolution, Behavior and Systematics",388
2303,Ecology,344
3600,General Health Professions,310
3312,Sociology and Political Science,306
1106,Food Science,305
