id,name,works_count
3312,Sociology and Political Science,1938
2306,Global and Planetary Change,1178
2303,Ecology,1121
3314,Anthropology,1110
1110,Plant Science,996
1902,Atmospheric Science,888
1105,"Ecology, Evolution, Behavior and Systematics",859
1312,Molecular Biology,728
1208,Literature and Literary Theory,555
1207,History and Philosophy of Science,554
