id,name,works_count
2303,Ecology,220
2306,Global and Planetary Change,167
1910,Oceanography,139
2309,Nature and Landscape Conservation,73
1104,Aquatic Science,63
2746,Surgery,60
2739,"Public Health, Environmental and Occupational Health",56
3600,General Health Professions,55
3312,Sociology and Political Science,50
3203,Clinical Psychology,35
