id,name,works_count
3312,Sociology and Political Science,211
2735,"Pediatrics, Perinatology and Child Health",137
3600,General Health Professions,108
3304,Education,105
2739,"Public Health, Environmental and Occupational Health",88
3320,Political Science and International Relations,88
2713,Epidemiology,64
3308,Law,64
3317,Demography,62
1710,Information Systems,60
