id,name,works_count
1702,Artificial Intelligence,11493
2208,Electrical and Electronic Engineering,8553
3312,Sociology and Political Science,7571
1710,Information Systems,6287
1312,Molecular Biology,6265
1705,Computer Networks and Communications,5963
2204,Biomedical Engineering,5466
2746,Surgery,5412
2505,Materials Chemistry,4802
3304,Education,4544
