id,name,works_count
3312,Sociology and Political Science,2109
1312,Molecular Biology,1790
2308,"Management, Monitoring, Policy and Law",1475
2210,Mechanical Engineering,1356
2002,Economics and Econometrics,1309
2303,Ecology,1286
2713,Epidemiology,1242
1702,Artificial Intelligence,1225
2208,Electrical and Electronic Engineering,1224
2505,Materials Chemistry,1223
