id,name,works_count
1312,Molecular Biology,54213
3312,Sociology and Political Science,50108
2208,Electrical and Electronic Engineering,41602
2204,Biomedical Engineering,35871
2746,Surgery,33483
2505,Materials Chemistry,29104
3304,Education,28287
1702,Artificial Intelligence,27435
2740,Pulmonary and Respiratory Medicine,26229
3600,General Health Professions,25476
