id,name,works_count
1312,Molecular Biology,47507
2505,Materials Chemistry,21932
1110,Plant Science,21488
2208,Electrical and Electronic Engineering,21400
3107,"Atomic and Molecular Physics, and Optics",18729
2746,Surgery,18321
2204,Biomedical Engineering,17556
1605,Organic Chemistry,17165
3305,"Geography, Planning and Development",17123
3312,Sociology and Political Science,15979
