id,name,works_count
1312,Molecular Biology,112321
2208,Electrical and Electronic Engineering,74975
2746,Surgery,72878
3312,Sociology and Political Science,69138
2740,Pulmonary and Respiratory Medicine,56573
2204,Biomedical Engineering,55561
2713,Epidemiology,55390
2505,Materials Chemistry,50664
2002,Economics and Econometrics,42049
1311,Genetics,41291
