id,name,works_count
3304,Education,1221
3320,Political Science and International Relations,1156
3312,Sociology and Political Science,1096
2713,Epidemiology,744
1710,Information Systems,728
2002,Economics and Econometrics,631
2210,Mechanical Engineering,502
1203,Language and Linguistics,471
2740,Pulmonary and Respiratory Medicine,467
2308,"Management, Monitoring, Policy and Law",455
