id,name,works_count
2505,Materials Chemistry,50711
2002,Economics and Econometrics,46994
2210,Mechanical Engineering,43284
2000,"General Economics, Econometrics and Finance",42122
2208,Electrical and Electronic Engineering,41816
2308,"Management, Monitoring, Policy and Law",34760
3107,"Atomic and Molecular Physics, and Optics",32761
3320,Political Science and International Relations,26580
2204,Biomedical Engineering,26499
1710,Information Systems,26496
