id,name,works_count
1312,Molecular Biology,61818
2208,Electrical and Electronic Engineering,48071
3312,Sociology and Political Science,34346
2204,Biomedical Engineering,34176
2746,Surgery,33359
1702,Artificial Intelligence,26985
1311,Genetics,26433
3304,Education,25200
2505,Materials Chemistry,25158
2713,Epidemiology,24802
