id,name,works_count
1312,Molecular Biology,352424
2746,Surgery,262338
2208,Electrical and Electronic Engineering,219072
2740,Pulmonary and Respiratory Medicine,200317
2204,Biomedical Engineering,172395
2713,Epidemiology,169854
2730,Oncology,160771
2705,Cardiology and Cardiovascular Medicine,142220
2505,Materials Chemistry,139899
1702,Artificial Intelligence,136896
