id,name,works_count
2208,Electrical and Electronic Engineering,15200
1312,Molecular Biology,13728
1110,Plant Science,13237
2002,Economics and Econometrics,12967
2746,Surgery,11726
2204,Biomedical Engineering,10879
2505,Materials Chemistry,9636
2210,Mechanical Engineering,8987
3312,Sociology and Political Science,8875
2740,Pulmonary and Respiratory Medicine,7680
