id,name,works_count
1312,Molecular Biology,742963
2208,Electrical and Electronic Engineering,588889
2505,Materials Chemistry,503030
2746,Surgery,431196
2204,Biomedical Engineering,415318
2740,Pulmonary and Respiratory Medicine,329846
3107,"Atomic and Molecular Physics, and Optics",322183
2210,Mechanical Engineering,312096
1605,Organic Chemistry,276813
2730,Oncology,249910
