id,name,works_count
3304,Education,1212
3312,Sociology and Political Science,1163
2002,Economics and Econometrics,753
1100,General Agricultural and Biological Sciences,692
1110,Plant Science,642
2739,"Public Health, Environmental and Occupational Health",617
3600,General Health Professions,616
3320,Political Science and International Relations,595
1106,Food Science,513
1710,Information Systems,436
