id,name,works_count
2208,Electrical and Electronic Engineering,3449
3312,Sociology and Political Science,2860
1312,Molecular Biology,2805
2746,Surgery,2695
1702,Artificial Intelligence,2690
2204,Biomedical Engineering,2609
1110,Plant Science,2497
2210,Mechanical Engineering,2388
3304,Education,2302
2739,"Public Health, Environmental and Occupational Health",2123
