id,name,works_count
2505,Materials Chemistry,3286
1312,Molecular Biology,3135
3312,Sociology and Political Science,2879
3107,"Atomic and Molecular Physics, and Optics",2546
3320,Political Science and International Relations,2440
2208,Electrical and Electronic Engineering,2361
1605,Organic Chemistry,2214
2204,Biomedical Engineering,2133
2211,Mechanics of Materials,1965
2210,Mechanical Engineering,1879
