id,name,works_count
1312,Molecular Biology,3472
1902,Atmospheric Science,3408
2303,Ecology,2724
3312,Sociology and Political Science,2474
1311,Genetics,2358
2306,Global and Planetary Change,2214
2739,"Public Health, Environmental and Occupational Health",2175
2208,Electrical and Electronic Engineering,2024
2713,Epidemiology,1887
1908,Geophysics,1832
