id,name,works_count
1110,Plant Science,2970
2002,Economics and Econometrics,2564
1312,Molecular Biology,2347
3320,Political Science and International Relations,2034
3103,Astronomy and Astrophysics,1794
3106,Nuclear and High Energy Physics,1601
3107,"Atomic and Molecular Physics, and Optics",1502
3312,Sociology and Political Science,1499
2604,Applied Mathematics,1363
2713,Epidemiology,1250
