id,name,works_count
1110,Plant Science,39757
2208,Electrical and Electronic Engineering,37726
1312,Molecular Biology,37653
2204,Biomedical Engineering,35221
2746,Surgery,27961
2505,Materials Chemistry,27422
2713,Epidemiology,24349
1702,Artificial Intelligence,22631
3312,Sociology and Political Science,22375
2002,Economics and Econometrics,21926
