id,name,works_count
2208,Electrical and Electronic Engineering,20893
2204,Biomedical Engineering,14397
2505,Materials Chemistry,13953
2210,Mechanical Engineering,13918
2205,Civil and Structural Engineering,13458
1702,Artificial Intelligence,12386
1312,Molecular Biology,11550
1110,Plant Science,10616
1707,Computer Vision and Pattern Recognition,8098
1705,Computer Networks and Communications,8012
