id,name,works_count
2303,Ecology,1340
2306,Global and Planetary Change,958
1910,Oceanography,675
2309,Nature and Landscape Conservation,495
3312,Sociology and Political Science,489
1105,"Ecology, Evolution, Behavior and Systematics",409
1312,Molecular Biology,351
2739,"Public Health, Environmental and Occupational Health",314
3317,Demography,297
1110,Plant Science,290
