id,name,works_count
3312,Sociology and Political Science,1671
2725,Infectious Diseases,1415
3304,Education,1124
3600,General Health Professions,1038
2713,Epidemiology,1019
2002,Economics and Econometrics,911
2303,Ecology,874
2739,"Public Health, Environmental and Occupational Health",871
1110,Plant Science,802
2306,Global and Planetary Change,780
