id,name,works_count
3312,Sociology and Political Science,4737
2725,Infectious Diseases,3407
3600,General Health Professions,2603
2713,Epidemiology,2293
3304,Education,2213
2002,Economics and Econometrics,2182
2739,"Public Health, Environmental and Occupational Health",1946
1110,Plant Science,1890
2735,"Pediatrics, Perinatology and Child Health",1683
2303,Ecology,1496
