id,name,works_count
3312,Sociology and Political Science,34435
3103,Astronomy and Astrophysics,27147
1312,Molecular Biology,24992
3304,Education,24544
3320,Political Science and International Relations,20709
2739,"Public Health, Environmental and Occupational Health",20433
2303,Ecology,19170
2746,Surgery,18091
3600,General Health Professions,17965
1110,Plant Science,15359
