id,name,works_count
2210,Mechanical Engineering,8111
3320,Political Science and International Relations,5758
2208,Electrical and Electronic Engineering,5718
2505,Materials Chemistry,5554
3304,Education,5546
3312,Sociology and Political Science,5361
1710,Information Systems,4970
2204,Biomedical Engineering,4632
2002,Economics and Econometrics,4369
2211,Mechanics of Materials,4312
