id,name,works_count
2208,Electrical and Electronic Engineering,19281
1312,Molecular Biology,14338
2505,Materials Chemistry,14094
2204,Biomedical Engineering,12731
1702,Artificial Intelligence,12483
2210,Mechanical Engineering,10858
2002,Economics and Econometrics,10382
3312,Sociology and Political Science,10162
1110,Plant Science,10112
2205,Civil and Structural Engineering,9034
