id,name,works_count
3304,Education,12783
2002,Economics and Econometrics,7573
1110,Plant Science,6145
2210,Mechanical Engineering,5241
1312,Molecular Biology,5180
1104,Aquatic Science,4522
2208,Electrical and Electronic Engineering,4511
2505,Materials Chemistry,4305
1710,Information Systems,4176
3107,"Atomic and Molecular Physics, and Optics",4151
