id,name,works_count
2002,Economics and Econometrics,24737
3312,Sociology and Political Science,16813
1312,Molecular Biology,14753
2746,Surgery,10623
3320,Political Science and International Relations,10478
2208,Electrical and Electronic Engineering,9299
1110,Plant Science,8577
2713,Epidemiology,8283
2740,Pulmonary and Respiratory Medicine,7103
2505,Materials Chemistry,7056
