id,name,works_count
1110,Plant Science,831
2208,Electrical and Electronic Engineering,597
1312,Molecular Biology,590
3312,Sociology and Political Science,583
2002,Economics and Econometrics,530
1705,Computer Networks and Communications,448
1702,Artificial Intelligence,436
1710,Information Systems,410
2303,Ecology,355
1106,Food Science,313
