id,name,works_count
3304,Education,1170
3312,Sociology and Political Science,846
2739,"Public Health, Environmental and Occupational Health",676
3600,General Health Professions,585
1710,Information Systems,564
2002,Economics and Econometrics,533
2713,Epidemiology,485
2746,Surgery,404
1312,Molecular Biology,383
2725,Infectious Diseases,380
