id,name,works_count
2303,Ecology,1054
2306,Global and Planetary Change,601
1910,Oceanography,531
3312,Sociology and Political Science,510
2739,"Public Health, Environmental and Occupational Health",350
1312,Molecular Biology,319
2309,Nature and Landscape Conservation,293
2725,Infectious Diseases,277
3317,Demography,264
3305,"Geography, Planning and Development",248
