id,name,works_count
1312,Molecular Biology,84725
2746,Surgery,57676
2208,Electrical and Electronic Engineering,46470
2204,Biomedical Engineering,41227
2740,Pulmonary and Respiratory Medicine,39854
3312,Sociology and Political Science,39080
1702,Artificial Intelligence,37259
2505,Materials Chemistry,35979
2713,Epidemiology,33839
3107,"Atomic and Molecular Physics, and Optics",32692
