id,name,works_count
1312,Molecular Biology,712656
3312,Sociology and Political Science,514547
2746,Surgery,470406
2208,Electrical and Electronic Engineering,376161
2713,Epidemiology,348558
3600,General Health Professions,331774
2739,"Public Health, Environmental and Occupational Health",329995
2740,Pulmonary and Respiratory Medicine,326293
2002,Economics and Econometrics,304690
2204,Biomedical Engineering,298183
