id,name,works_count
1312,Molecular Biology,43931
3312,Sociology and Political Science,42987
1110,Plant Science,31716
2303,Ecology,24751
1105,"Ecology, Evolution, Behavior and Systematics",24241
3320,Political Science and International Relations,21738
3304,Education,21153
2505,Materials Chemistry,20724
3316,Cultural Studies,20244
2746,Surgery,19751
