id,name,works_count
2303,Ecology,863
1910,Oceanography,673
2306,Global and Planetary Change,665
2705,Cardiology and Cardiovascular Medicine,561
2746,Surgery,537
2740,Pulmonary and Respiratory Medicine,317
2307,"Health, Toxicology and Mutagenesis",310
1312,Molecular Biology,303
2713,Epidemiology,267
2310,Pollution,220
