id,name,works_count
2505,Materials Chemistry,252738
2208,Electrical and Electronic Engineering,214921
2210,Mechanical Engineering,201389
3107,"Atomic and Molecular Physics, and Optics",196529
1312,Molecular Biology,164985
2204,Biomedical Engineering,153568
2211,Mechanics of Materials,140527
1605,Organic Chemistry,131497
3106,Nuclear and High Energy Physics,105130
3312,Sociology and Political Science,90127
