id,name,works_count
3312,Sociology and Political Science,62275
1312,Molecular Biology,60688
1110,Plant Science,51028
3304,Education,48586
2208,Electrical and Electronic Engineering,42685
3320,Political Science and International Relations,42165
2002,Economics and Econometrics,39412
2739,"Public Health, Environmental and Occupational Health",38400
2505,Materials Chemistry,38296
2746,Surgery,38019
